745090,MOUNTAIN VIEW MOFFETT FLD NAS,CA,-8.0,37.400,-122.050,12
Date (MMDDYYYY),Time (HHMM),ETR (Wm^2),ETRN (Wm^2),GHI (Wm^2),GHI source,GHI uncert (%),DNI (Wm^2),DNI source,DNI uncert (%),DHI (Wm^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cdm^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (ms),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01042005,1400,647,1415,74,2,8,0,2,15,74,2,8,90,2,8,0,2,15,90,2,8,345,2,19,10,E,9,10,E,9,11.0,A,7,5.0,A,7,66,A,7,1010,A,7,0,A,7,0.0,A,7,16100,A,7,780,A,7,1.3,E,8,0.099,F,8,0.160,F,8,-9900,-9900,,0
01042005,1500,526,1415,69,2,8,0,2,15,69,2,8,82,2,8,0,2,15,82,2,8,303,2,19,10,E,9,10,E,9,11.0,A,7,6.0,A,7,71,A,7,1010,A,7,150,A,7,2.1,A,7,16100,A,7,1500,A,7,1.3,E,8,0.099,F,8,0.160,F,8,-9900,-9900,,0
01042005,1600,348,1415,105,2,8,0,2,15,105,2,8,116,2,8,0,2,15,116,2,8,346,2,19,10,E,9,10,E,9,11.0,A,7,6.0,A,7,71,A,7,1012,A,7,220,A,7,2.1,A,7,14500,A,7,840,A,7,1.2,E,8,0.099,F,8,0.160,F,8,0,1,A,7
01042005,1700,126,1415,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,10,E,9,10,E,9,9.0,A,7,7.0,A,7,87,A,7,1012,A,7,0,A,7,0.0,A,7,16100,A,7,1500,A,7,1.2,E,8,0.099,F,8,0.160,F,8,0,1,A,7
01042005,1800,0,59,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,4,E,9,4,E,9,9.0,A,7,7.0,A,7,87,A,7,1013,A,7,160,A,7,2.1,A,7,16100,A,7,77777,A,7,1.3,E,8,0.099,F,8,0.160,F,8,-9900,-9900,,0
01042005,1900,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,9.0,A,7,7.0,A,7,87,A,7,1013,A,7,140,A,7,1.5,A,7,16100,A,7,77777,A,7,1.3,E,8,0.099,F,8,0.160,F,8,0,3,A,7
01042005,2000,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.0,A,7,7.0,A,7,93,A,7,1014,A,7,170,A,7,1.5,A,7,12900,A,7,77777,A,7,1.2,E,8,0.099,F,8,0.160,F,8,-9900,-9900,,0
01042005,2100,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,4,E,9,8.0,A,7,7.0,A,7,93,A,7,1015,A,7,160,A,7,2.6,A,7,12900,A,7,77777,A,7,1.1,E,8,0.099,F,8,0.160,F,8,-9900,-9900,,0
01042005,2200,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.0,A,7,6.0,A,7,87,A,7,1015,A,7,180,A,7,1.5,A,7,16100,A,7,77777,A,7,1.1,E,8,0.099,F,8,0.160,F,8,0,6,A,7
01042005,2300,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,7.0,A,7,6.0,A,7,93,A,7,1016,A,7,140,A,7,2.6,A,7,16100,A,7,77777,A,7,1.1,E,8,0.099,F,8,0.160,F,8,-9900,-9900,,0
01042005,2400,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,3,E,9,7.0,A,7,5.0,A,7,87,A,7,1016,A,7,150,A,7,3.1,A,7,16100,A,7,77777,A,7,1.1,E,8,0.099,F,8,0.160,F,8,-9900,-9900,,0
01052005,0100,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,7.0,A,7,5.0,A,7,87,A,7,1017,A,7,150,A,7,2.6,A,7,16100,A,7,1800,A,7,1.1,E,8,0.099,F,8,0.160,F,8,-9900,-9900,,0
01052005,0200,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,8.0,A,7,6.0,A,7,87,A,7,1017,A,7,140,A,7,3.6,A,7,16100,A,7,2100,A,7,1.1,E,8,0.099,F,8,0.160,F,8,-9900,-9900,,0
